name;description;website;image_url;source_page;market;type;Location;Greater Stockholm Y/N
Sift Lab;Sift Lab hjälper retail och e-handel att optimera försäljningskampanjer genom att låsa upp kraften i data med data-centric AI. Företaget har lanserat Sift Story, deras senaste plattformsversion som tar AI-baserad analys, målgrupper och dataprestanda till en helt ny nivå. De introducerar även sin AI-agent Sift Sense, där användare är en prompt bort från att förstå sina kunder, automatisera targeting och optimera beslutsfattande. Sift Labs next-gen AI-plattform gör det möjligt att förutsäga och optimera verksamheten genom att gå från insikt till idé till handling snabbare. Plattformen ger värdefulla insikter över nyckelområden som Sales, CRM, Marketing, Product och Supplier/Inventory management genom interaktiva dashboards. AI-segmentering används för att optimera kampanjmålgrupper över flera kanaler inklusive Email, SMS, Meta, Google och TikTok. Sift Lab arbetar med Nordic Nest Group och andra skandinaviska retailers för att ta datadrivna beslut och öka intäkter över CRM, betalda kanaler och produktutveckling.;https://siftlab.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472146/recoTpZvJtMLAEdtm.webp;https://www.ai-startups-europe.eu/p18?country%5B%5D=4000642;B2B, ecommerce;artificial intelligence, saas;Stockholm, Sweden;Yes
Semsomi AB;Semsomi (Monok) är en plattform för artificiell intelligens-genererade nyhetsartiklar. Tjänsten skriver, applicerar multimedia och genererar videos från ett enda sökord. Semsomi automatiserar hela processen från innehållsskapande till publicering, vilket gör det möjligt att snabbt producera nyhetsmaterial och journalistiskt innehåll i stor skala. Lösningen är särskilt användbar för medieföretag och publishers som behöver producera stora mängder innehåll effektivt.;https://www.monok.com/en;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471854/recch405JfFPV1qcI.webp;https://www.ai-startups-europe.eu/p18?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Semanttic;Semanttic är en AI Copilot för UX Prototyping som hjälper designers och utvecklare att snabbare skapa användargränssnitt och prototyper. Företaget fokuserar på att använda AI för att accelerera designprocessen och göra det enklare att iterera på UX-lösningar. Semanttic riktar sig mot crossfunktionella team inom forskning och utveckling som vill förkorta tiden från idé till prototyp och förbättra samarbetet mellan designers, utvecklare och produktchefer.;https://www.semanttic.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471833/recbvpgMn4VKlkIfn.webp;https://www.ai-startups-europe.eu/p18?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence;Stockholm, Sweden;Yes
Skrym;Skrym hjälper onlinehandlare att sluta skicka luft genom att erbjuda en verktygslåda för att perfektera logistiken. Företaget tillhandahåller effektiva verktyg för att hjälpa företag återta kontrollen över sina logistikoperationer. Med anpassningsbara standalone API:er betalar kunder endast för de funktioner de faktiskt behöver. Skrym erbjuder en Command Bar för att omedelbart hitta all relevant order- och sändningsinformation utan att behöva logga in på olika fraktförmedlarportaler. Plattformen är API-first med all funktionalitet tillgänglig som standalone API:er för integration med vilket system som helst. Lösningen är modulär så användare kan använda ett API eller kombinera all funktionalitet på nya och intressanta sätt. Skrym förbättrar marginaler genom att automatiskt spåra fraktkostnadsmarginaler för varje order, ökar lojalitet och minskar kundsupportbelastning med fullt anpassade ordersupplevelser, samt skapar checkout-strategier som pre-validerar exakta kostnader och leveranstider för varje order. Företaget arbetar med marknadsledande retail och e-handelsföretag för att skapa mer effektiva och hållbara logistikflöden.;https://www.skrym.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4470969/rec3DFJdthO5BncUx.webp;https://www.ai-startups-europe.eu/p18?country%5B%5D=4000642;B2B, ecommerce, transportation;saas;Stockholm, Sweden;Yes
SynData AB;SynData frigör datatillgångar genom syntetisk data. Företaget utvecklar lösningar för att generera syntetisk data som kan användas för träning av AI-modeller, testning av system och dataanalys utan att exponera känslig eller personlig information. Syntetisk data möjliggör att organisationer kan dela och använda data mer fritt samtidigt som integritet och datasäkerhet upprätthålls. Detta är särskilt värdefullt för industrier som hanterar känsliga personuppgifter som vård, finans och telekom, där tillgången till träningsdata är begränsad av regulatoriska krav. SynData:s crossfunktionella approach gör det möjligt att applicera syntetisk data över olika domäner och användningsfall.;https://syndata.co;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472021/recjDiqzUEtP2Voe9.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, health;artificial intelligence;Stockholm, Sweden;Yes
Tandem Health;Tandem Health utvecklar en AI-driven medicinsk skrivassistent som automatiserar klinisk dokumentation för vårdpersonal. Plattformen fungerar som en digital copilot som lyssnar på konsultationen och automatiskt genererar utkast till journalanteckningar, brev och andra medicinska dokument från ett enda patientsamtal. Lösningen stöder över 50 specialiteter inklusive läkare, sjuksköterskor, psykologer, tandläkare och fysioterapeuter. Tandem Health är CE-märkt som medicinsk utrustning enligt MDR och helt GDPR-compliant, med all datahantering inom EU och ingen lagring av ljudfiler. Systemet integrerar direkt med journalsystem med 1-klicks överföring och inkluderar inbyggd klinisk kodning. Tjänsten används av över 1000 vårdorganisationer och sparar timmar av daglig administration, vilket låter vårdpersonal fokusera mer på patientvård.;https://tandemhealth.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471805/recb52cCE2kMKdzWw.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, health;artificial intelligence, saas;Stockholm, Sweden;Yes
Tendium AB;Tendium transformerar offentlig upphandling genom AI-driven teknik för tender monitoring och bid management. Plattformen automatiserar och effektiviserar hela anbudsprocessen för företag som säljer till offentlig sektor. Tendium samlar in och processar offentliga upphandlingar, relaterade dokument och annan offentlig data, och använder AI för att generera sammanfattningar av krav och sökord som snabbt identifierar relevanta affärsmöjligheter. Systemet kan generera automatiska anbudssvar baserat på tidigare inlämnade anbud och skapa projektplaner från upphandlingsinnehåll. Tendium hjälper företag att identifiera utgående kontrakt och nya potentiella kunder genom att analysera individ betalningar och hur mycket konkurrenter säljer till offentlig sektor. Användare rapporterar 50-90% tidsreduktion i att hitta relevanta upphandlingar och förbättrad träffsäkerhet i vunna anbud.;https://tendium.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471167/recC0PNO0cpWMz5cu.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, fintech, payments;artificial intelligence, saas;Stockholm, Sweden;Yes
Stravito;Stravito är på uppdrag att hjälpa världens största organisationer att frigöra den fulla potentialen i deras marknadsundersökningar och insikter, så att de kan fatta snabbare och bättre affärsbeslut. Företaget tillhandahåller en AI-driven kunskapshanteringsplattform och insights engine som transformerar företagskunskap till en konkurrensfördel. Stravito används av ledande varumärken som Danone, Comcast, Carlsberg, Electrolux, PepsiCo, Unilever och Cambridge University. Plattformen erbjuder en helt varumärkt repository integrerad med nuvarande verktyg och datakällor, snabb självbetjäningsåtkomst till insikter med AI-driven sökning för relevanta, skräddarsydda resultat varje gång, samt engagerande verktyg för att kurera och marknadsföra insikter till interna intressenter. Kunder rapporterar dramatiska förbättringar - Nestlé USA uppnådde på en månad den användningsnivå som tog 10 år med deras tidigare leverantör. Vissa kunder kallar Stravito för sitt interna Google för forskning och insikter. Plattformen maximerar avkastningen på research-investeringar genom centralisering, empowerment och engagemang.;https://www.stravito.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471994/reciHhLrh5pfC8Lls.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
SustainLab;SustainLab samlar, bearbetar och visualiserar företags hållbarhetsdata. Företaget tillhandahåller verktyg och plattformar som hjälper organisationer att hantera och rapportera sin hållbarhetsprestanda mer effektivt. Genom att centralisera och strukturera hållbarhetsdata från olika källor gör SustainLab det enklare för företag att följa upp sina miljömål, rapportera enligt olika ramverk och standarder samt kommunicera sina hållbarhetsinsatser till intressenter. Lösningen är särskilt värdefull i en tid då hållbarhetsrapportering blir alltmer reglerad och viktig för företags legitimitet och konkurrenskraft.;https://www.sustainlab.co;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471696/recWQhjDq8wm1fppT.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
Talking to me;Talking to me utvecklar skräddarsydda Generative AI-lösningar som skapar verkligt affärsvärde för organisationer. Företaget erbjuder GenAI-as-a-Service med fokus på produktionsklara implementationer inom conversational AI och voice AI. Talking to me hanterar komplexiteten i AI-utveckling och låter kunder fokusera på att skapa lönsamma affärsresultat genom att driva tillväxt, minska kostnader och arbeta smartare. Deras lösningar är anpassade för att möta specifika affärsbehov snarare än generiska AI-implementationer, vilket säkerställer att tekniken levererar mätbart värde i kundens unika kontext.;https://www.talkingtome.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471685/recVyOnYy2eNRD8nP.webp;https://www.ai-startups-europe.eu/p19?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence;Stockholm, Sweden;Yes
Arkus AI;Arkus AI utvecklar artificiell intelligens för genetisk diagnostik och vård. Företaget tillämpar maskininlärning på genetisk data för att förbättra diagnostisk träffsäkerhet och möjliggöra personaliserad behandling baserad på patienters genetiska profiler. Arkus AI:s teknologi syftar till att accelerera tolkningsprocessen av komplexa genetiska data och göra precisionsmedicin mer tillgänglig. Genom att kombinera AI med genetisk expertis arbetar företaget för att förbättra både diagnostiska utfall och behandlingsval inom områden där genetisk information är avgörande för vårdkvaliteten.;https://arkus.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472091/recm5UYzpFnFDZu8a.webp;https://www.ai-startups-europe.eu/p2?country%5B%5D=4000642;B2B, B2C, health;artificial intelligence, machine learning;Stockholm, Sweden;Yes
Arkion;Arkion erbjuder AI-driven mjukvarulösning som omvandlar inspektionsdata från bilder, termalkameror och lidar till handlingsbara insikter för energisektorn. Företagets plattform analyserar och strukturerar komplex inspektionsdata från elnät, kraftledningar och infrastruktur för att identifiera fel, risker och underhållsbehov. Genom automatiserad bildanalys och maskininlärning kan Arkion upptäcka avvikelser och potentiella problem långt snabbare än manuell granskning, vilket hjälper energibolag att optimera underhåll, minska driftsavbrott och förlänga tillgångarnas livslängd. Lösningen integrerar flera dataströmmar för att ge en helhetsbild av infrastrukturens skick.;https://www.arkion.co;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471153/recBXDYFfAXAoY4Hy.webp;https://www.ai-startups-europe.eu/p2?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, machine learning, saas;Stockholm, Sweden;Yes
Astrid Education;Astrid Education utvecklar en AI-driven plattform för engelskinlärning riktad mot barn och tonåringar globalt. Företagets röstbaserade app använder proprietär taligenkänningsteknik (Astrid Voice) finslipat för unga användare, som analyserar talat engelska i realtid och ger omedelbar feedback på menings-, ord- och fonemnivå. Plattformen kombinerar interaktiv storytelling med personaliserade inlärningsvägar enligt CEFR-nivåer. Med över 150 000 användare och 15 miljoner bedömningar visar studier att över 90% av eleverna gör betydande framsteg, och mer än 50% förbättrar sig en hel CEFR-nivå. Astrid samarbetar med undervisningsministerier i Japan, Israel, Mongoliet och Korea samt används i skolor över Italien, Vietnam och Sverige. Lärare får tillgång till klasshantering, prestandainsikter och en kurerad bibliotek av övningar.;https://www.astrideducation.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471197/recD9BAFDZ1jR5aEg.webp;https://www.ai-startups-europe.eu/p2?country%5B%5D=4000642;B2B, edtech & e-learning;artificial intelligence, saas;Stockholm, Sweden;Yes
Asymptotic AI;Asymptotic AI levererar skräddarsydda AI-lösningar för big data-analys över flera industrier. Företaget erbjuder en komplett svit från sensorsdesign och datainsamling till avancerad bildbehandling, objektdetektering och NLP. Med 20 års erfarenhet inom säkerhetsforskning och full-stack utveckling täcker Asymptotic AI hela kedjan från hårdvarudesign till AI-forskning. Deras tjänster inkluderar anpassade sökmotorer optimerade för big data, datafusion, högupplösta kartframställning, active learning och automatiserad annotering. Företaget samarbetar med institutioner som IGLAD (global harmoniserad olycksdata), SAFER (trafiksäkerhetsforskning vid Chalmers), REVERE (fordonsforskning) och applicerar sina lösningar inom allt från autonomous vehicles till biodiversitetsövervakning och medicinsk diagnostik.;https://www.asymptotic.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471609/recSB6DS1bpVCAF1o.webp;https://www.ai-startups-europe.eu/p2?country%5B%5D=4000642;B2B, health, transportation;artificial intelligence, big data, iot internetofthings;Stockholm, Sweden;Yes
Textual;Textual är en AI-driven översättnings- och innehållsgenereringsbyrå specialiserad på e-handel och retail. Företaget tillhandahåller en plattformsbaserad lösning för att generera, översätta och automatisera textinnehåll för retailers med stora produktkataloger. Textual kombinerar toppmoderna AI-modeller med smarta regler för att skapa högkvalitativa och korrekta resultat. Plattformen erbjuder direktöversättningar med förstklassiga maskinöversättningsmotorer, stöd för ordlistor och translation memories, samt möjlighet att träna anpassade AI-översättningsmodeller. Textual automatiserar repetitiva arbetsflöden genom skräddarsydda pipelines med event triggers och villkor. Tjänsten används av stora nordiska och internationella retailers som Lindex, Na-kd, John Lewis, Dustin och Jollyroom för att hantera produktbeskrivningar, kategoritexter och marknadsföringsinnehåll på flera språk.;https://textual.ai/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471714/recXPQUKfiNVuumfl.webp;https://www.ai-startups-europe.eu/p20?country%5B%5D=4000642;B2B, ecommerce, marketing;artificial intelligence, saas;Stockholm, Sweden;Yes
Univrses AB;Univrses bygger den autonoma framtiden med computer vision och maskininlärning. Företaget utvecklar avancerad AI-teknologi för att digitalisera och förstå den fysiska världen genom bildanalys och spatial intelligens. Univrses lösningar möjliggör för system att se, tolka och interagera med omgivningen på sätt som tidigare krävt mänsklig perception, vilket är grundläggande för autonoma system och robotik.;https://univrses.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472011/recixJqMr4GWlWlRk.webp;https://www.ai-startups-europe.eu/p20?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, machine learning;Stockholm, Sweden;Yes
Validio;Validio använder statistiska metoder och maskininlärning för att övervaka, validera och rensa data i realtid. Företaget utvecklar lösningar som säkerställer datakvalitet genom att kontinuerligt analysera dataflöden, identifiera anomalier och avvikelser, samt automatiskt korrigera problem. Validio hjälper organisationer att upprätthålla hög datakvalitet som är kritisk för tillförlitliga AI-modeller och databaserade beslut. Plattformen ger företag möjlighet att automatisera datavalidering som tidigare krävde manuell granskning, vilket sparar tid och minskar risken för att felaktig data når produktionssystem.;https://validio.io/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472133/reco7xNiXbBp1saiH.webp;https://www.ai-startups-europe.eu/p20?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, machine learning, saas;Stockholm, Sweden;Yes
The Train Brain;The Train Brain utvecklar AI-modeller för att göra tågresor och kollektivtrafik mer tillförlitlig och kostnadseffektiv. Företaget har skapat Movement Analytics, en ny metod för att förstå all mänsklig rörelse genom att extrahera rörelsemönster från mobilabonnenters position i förhållande till basstation på sekundnivå. Tekniken använder statistisk inferens där SIM-kortens rörelser räknas upp för att motsvara den sannolika totala rörelsen. Movement Analytics hjälper smarta städer att övervaka och balansera övergången till hållbar mobilitet, kartlägga verklig efterfrågan på resor, förstå trafikflöden och volymer vid design av ny infrastruktur, samt svara på frågor som var människor bor, arbetar, färdas och vilket transportmedel de använder. The Train Brain söker aktivt partners intresserade av att bygga applikationer med Movement Analytics.;https://www.thetrainbrain.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471672/recVZnj7iPcPutGB9.webp;https://www.ai-startups-europe.eu/p20?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
Turbotic AB;Turbotic är en orkestreringplattform för RPA och automation som hjälper organisationer att kontrollera, hantera och mäta värde (ROI) av sin automation. Företaget kombinerar cutting-edge AI-teknik med expertservices för att leverera verkligt affärsvärde för företag som söker meningsfull transformation. Turbotic's proprietära AI-assistent analyserar processer, identifierar optimeringsmöjligheter och ger handlingsbara insikter för transformationsresor. Plattformen används av branschledare som Sony, Ericsson, Volvo, LinkedIn och Xerox. Turbotic är ISO 27001 och SOC 2 Type 2 certifierad och bygger på Microsoft Azure-infrastruktur. Företaget erbjuder både teknologi och konsulttjänster, med fokus på strategisk rådgivning, implementation och continuous support för att säkerställa att automation-initiativ levererar mätbart affärsvärde och hållbara långsiktiga resultat. Kunder rapporterar över 50% effektivitetsökning för vissa arbetsflöden.;https://www.turbotic.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471258/recFTzGxkC2FzbqhB.webp;https://www.ai-startups-europe.eu/p20?country%5B%5D=4000642;B2B, B2C, food;artificial intelligence, saas;Stockholm, Sweden;Yes
VoiceDiagnostic Sweden AB;VoiceDiagnostic utvecklar en digital plattform för rösttränging och diagnostik som kombinerar AI och avancerade röstalgoritmer för att förbättra röstvård och övervaka hälsa. Företaget adresserar att cirka 1,4-1,7 miljoner svenskar lider av röstproblem i vardagen genom att erbjuda en mer objektiv, evidensbaserad och personlig röstvård. Plattformen möjliggör för logopeder att skapa, anpassa och bedöma behandlingar medan patienter får stöd och vägledning att genomföra behandlingen hemifrån via appen Voice Arena. VoiceDiagnostic forskar också om vocala biomarkörer och utvecklar algoritmer för screening och monitorering av olika sjukdomar såsom Parkinsons sjukdom, KOL och återkommande stämbandscancer. Tekniken använder maskininlärning för att analysera röstsignaler och extrahera akustiska features som baseline acoustic features och MFCC (Mel Frequency Cepstrum Coefficients). Företaget kombinerar tvärvetenskaplig forskning inom medicin, logopedi och matematisk statistik för att möjliggöra personaliserad vård genom röstmonitorering.;https://www.voicediagnostic.com/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4470984/rec3n8rK1f3ovCUMO.webp;https://www.ai-startups-europe.eu/p21?country%5B%5D=4000642;B2B, health;artificial intelligence, machine learning, saas;Stockholm, Sweden;Yes
Zimply Innovation Nordic AB;Zimply Innovation Nordic är ett innovationsbolag inom AI som fokuserar på Intelligent Automation genom att erbjuda AI-assistenter som prenumerationstjänst (AIaaS). Företaget grundades med visionen att frigöra tid från repetitivt arbete och öka arbetstillfredsställelse genom att automatisera manuella och tidskrävande uppgifter. Zimply's AI-assistenter arbetar dygnet runt, 365 dagar om året, och kan integreras med alla system där en människa kan arbeta. Lösningen erbjuds som en bekväm månadsabonnemang som inkluderar allt - uppstart tar endast 2-8 timmar och Zimply hanterar support, drift och underhåll. Företaget har över 10,000 timmars erfarenhet av Intelligent Automation och utvecklar snabbt AI-assistenter med högsta kvalitet. Kunder rapporterar besparingar på i genomsnitt 46,000 dollar per år, 30% minskning av fel, 34% förbättring av kundservice, och 64% ökning i medarbetartillfredsställelse. Zimply driver sina AI-assistenter på 100% koldioxidfria servrar i Sverige, vilket säkerställer både hållbarhet och GDPR-compliance. 2025 blev Dahlgren Capital ny huvudägare för att accelerera skalning. Zimply rankades som ett av Sveriges 109 hetaste AI-företag enligt Breakit.;https://Zimply.ai;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4470953/rec2SyHw1o98Ixe4P.webp;https://www.ai-startups-europe.eu/p21?country%5B%5D=4000642;B2B, B2C, enterprise software;artificial intelligence, subscription;Stockholm, Sweden;Yes
BeeScanning Global AB;BeeScanning är världens enda app som kombinerar AI-driven varroa-detektering med ett heltäckande biodlingsverktyg. Appen används av 17 000 biodlare globalt och har bidragit till att rädda 43 miljoner bin. Tekniken använder bildanalys för att identifiera varroakvalster på levande bin utan att behöva döda bin för provtagning, vilket är en revolution jämfört med traditionella alkoholtvättar. Användare rapporterar att träffsäkerheten matchar invasiva metoder perfekt. BeeScanning utvecklades av biodlare för biodlare och fungerar även som hanteringsverktyg där användare kan dokumentera bikupornas hälsa och status, logga utfört arbete och planera viktiga uppgifter. Företaget fokuserar på att bekämpa Parasitic Mite Syndrome (PMS) som är en huvudorsak till att biodlingskolonier dör ut.;https://beescanning.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471965/rechHAtLcbrNfyw2T.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B;artificial intelligence;Stockholm, Sweden;Yes
Binary Brains AB;Binary Brains använder AI för att förutsäga företags nästa bästa steg och möjliggöra snabbare, mer välgrundade affärsbeslut. Företagets plattform ger organisationer konkurrensfördelar genom prediktiv analys som eliminerar gissningar och ersätter osäkerhet med datadriven visshet. Binary Brains hjälper företag att agera proaktivt istället för reaktivt genom att identifiera möjligheter och risker innan de fullt ut materialiseras.;https://binarybrains.com/en/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471186/recCcJPbQUAaNELwE.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
BiTi Innovations;BiTi Innovations är en forsknings-spinoff från universitet som utvecklar intelligenta planeringssystem. Företaget tillämpar avancerade algoritmer och AI för att optimera komplexa schemaläggnings- och resursallokeringsproblem. Lösningarna riktar sig mot organisationer med behov av sofistikerad planering där många variabler och begränsningar måste balanseras samtidigt.;https://biti.se;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472279/recu1rw8zsTYUgEor.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence;Stockholm, Sweden;Yes
Buddywise AB;Buddywise förebygger skador och dödsfall på arbetsplatser genom realtidsdetektering av säkerhetsrisker med AI och datorseende. Företagets system identifierar visuella säkerhetsrisker med upp till 99% noggrannhet utan att vara beroende av personliga enheter, vilket gör det idealiskt för arbetare utan skrivbordsjobb. AI-modellerna analyserar arbetsmiljöer som människor gör - genom visuell förståelse - men med högre precision och utan att tappa fokus. Systemet identifierar mönster och avvikelser samt lär sig kontinuerligt, vilket gör det bättre ju längre det används. Buddywise samarbetar med företag som Stora Enso där Senior Vice President Bas Vennix bekräftar att lösningen fungerar väl även under svåra väderförhållanden och dålig belysning. Systemet har redan minskat tiden för övervakning och förbättrat säkerhetsnivåerna markant under införandefasen.;https://buddywise.co/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472284/recuCaawvCQgmKEQm.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence;Stockholm, Sweden;Yes
cAIre tech AB;cAIre tech utvecklar det första och enda AI-förstärkta beslutsstödssystemet för funktionell medicin och reversering av kroniska sjukdomar. Plattformen hjälper vårdgivare inom funktionell medicin att behandla fler patienter mer effektivt genom att eliminera onödig trial-and-error. Systemet erbjuder auto-inbäddade intag- och uppföljningsformulär, labtestrekommen­dationer, AI-drivna grundorsaksförslag, individualiserade behandlingsplaner och effektivitetsspårning. cAIre tech adresserar kritiska utmaningar som inkonsekvent vård genom att standardisera samtidigt som behandlingen förblir personaliserad. Företaget följer GDPR och HIPAA strikt och utvecklar proaktivt lösningar för att möta medicinteknikregleringar. Plattformen möjliggör rapportdelning med patienter, sjukhus och forskningsinstitut, vilket främjar vetenskaplig utveckling samtidigt som dataskydd prioriteras.;https://cairetech.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472127/recnsb27ghNH9nZE8.webp;https://www.ai-startups-europe.eu/p3?country%5B%5D=4000642;B2B, health;artificial intelligence, saas;Stockholm, Sweden;Yes
Climate Tracker Initiative;Climate Tracker Initiative revolutionerar ESG-datainsamling genom sitt banbrytande AI-arbetsflöde som automatiskt hittar och transformerar års- och hållbarhetsrapporter till strukturerad ESG-data. Företaget ersätter veckors manuellt arbete med automatisering och levererar oöverträffad noggrannhet med 98,5% träffsäkerhet i sin helautomatiserade process. Plattformen täcker 17 500 globala företag och kan lägga till nya bolag på minuter, med över 50 datapunkter per företag. CTI:s lösning kombinerar flera AI-agenter och kontinuerligt förfinade maskininlärningstekniker med rigorösa kvalitetskontroller. Till skillnad från traditionella dataleverantörer som förlitar sig på manuell dataextraktion, ofta outsourcad till lågkostnadsregioner, använder CTI autonom teknologi som kan lokalisera och extrahera ESG-data från vilken rapporterande aktör som helst på under 15 minuter. Lösningen är fullt GDPR- och upphovsrättskompatibel och erbjuder full spårbarhet till originalkällor.;https://climatetrackerinitiative.org/;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472359/recxCNZPQK9O4px4O.webp;https://www.ai-startups-europe.eu/p4?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, machine learning, saas;Stockholm, Sweden;Yes
CloudBackend AB;CloudBackend tillhandahåller Singularity Database, en decentraliserad dataplattform som möjliggör AI/ML, låg-latens realtidskommunikation över enheter och edge computing. Plattformen skapades av teamet bakom iCloud och fungerar som en Database Platform as a Service (dbPaaS) där utvecklare kan bygga, deploya och skala SaaS-applikationer med minimal utveckling, noll DevOps och låga kostnader. Singularity Data Model kombinerar funktioner från relationsdatabaser, objektlagring, key/value-databaser, strömmar och grafdatabaser för att unifiera data över applikationer och backend-resurser. Systemet gör automatiskt alla applikationer kollaborativa utan extra programlogik genom att hantera samtidiga dataändringar mellan enheter. CloudBackend inkluderar inbyggd identitetshantering, ACL-policies, automatisk backup och native XML-support med XPath 1.0 och XSLT 1.0. Utvecklare slipper operera, säkra och underhålla egna backend-API:er eller databasservrar.;https://cloudbackend.com;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4472003/recikj0dJcyGcEpXD.webp;https://www.ai-startups-europe.eu/p4?country%5B%5D=4000642;B2B, enterprise software;artificial intelligence, saas;Stockholm, Sweden;Yes
CodeEasy AB;CodeEasy är en berättelsebaserad faciliteringsplattform för lärare inom programmering och datavetenskap. Företaget tillhandahåller AI-driven stödverktyg som hjälper lärare att förbättra kvaliteten på undervisningen i datavetenskap och programmering. Plattformen är utformad för att göra undervisningen mer engagerande och effektiv genom storytelling-metodik kombinerat med artificiell intelligens. CodeEasy riktar sig till gymnasieskolor och högre utbildningsinstitutioner som vill bli regionalt ledande inom IT-utbildning.;https://codeeasy.io;https://www.ai-startups-europe.eu/assets/images/landscape/_180x180_letterbox_center-center_90_none_ffffff_ns/4471835/recbzzBZFtgOToQ2J.webp;https://www.ai-startups-europe.eu/p4?country%5B%5D=4000642;B2B, edtech & e-learning;artificial intelligence, saas;Stockholm, Sweden;Yes
